snapshot_time,accuracy_score,precision_score,recall_score,f1_score,roc_auc_score,average_precision_score
2,0.5995081346954219,0.5823418910457107,0.7037457434733257,0.6373136885386329,0.5995081346954219,0.5579477553329633
3,0.635837034176482,0.7126969416126042,0.5485021398002853,0.6199113260781943,0.6437247541106689,0.6353645327807129
4,0.5173626373626373,0.5349867139061116,0.2654945054945055,0.35487661574618096,0.5173626373626373,0.5092887803073809
5,0.5006599208095028,0.509580105992662,0.5394907207596029,0.5241090146750524,0.49989340883202216,0.5096255732465864
6,0.680709966842208,0.8040374199901527,0.5685933147632312,0.6661227819702223,0.6960483203527907,0.6988320923466496
7,0.6175541516245487,0.6611008039579468,0.4824007220216607,0.5577876337072789,0.6175541516245489,0.5777151441475836
8,0.6944869831546707,0.6642241379310345,0.7866258295048494,0.7202617433979902,0.6944869831546707,0.6291829487247188
9,0.6038600723763571,0.7445388349514563,0.5012254901960784,0.59912109375,0.6265703172842502,0.6677536157393087
10,0.7515139675717913,0.778383579217447,0.8068484042553191,0.7923604309500489,0.7397576933640405,0.7415362790108873
11,0.7122144112478032,0.9055509527754764,0.5572266122865154,0.6899163642101941,0.7393706211174401,0.7589907627786255
12,0.7326634588168696,0.9735023041474654,0.47834701386923295,0.6414879483773012,0.7326634588168695,0.7264984132491414
13,0.6175349428208387,0.9157303370786517,0.25889453621346886,0.40366518078256564,0.6175349428208387,0.6076303128078466
14,0.47156042069113546,0.6569274269557022,0.24937388193202148,0.36151452282157676,0.5270474559874699,0.6141317681924474
15,0.6018047200370199,0.6748911465892597,0.6927374301675978,0.6836978496599889,0.5726973650532552,0.6584062086005196
16,0.6623348956114188,0.7589682774977765,0.7683073229291717,0.7636092468307233,0.5856955116848501,0.7475861602913991
17,0.5604418950499257,0.6854642683519689,0.4978813559322034,0.5768050726119861,0.5764073446327683,0.6433831298481655
18,0.43733474352194607,0.46021220159151194,0.3456175298804781,0.39476678043230945,0.4433837367553461,0.5064926237955178
19,0.5378554299417608,0.7381974248927039,0.3837144450641383,0.504954128440367,0.5835090875409502,0.6618113146580886
20,0.6379201014584654,0.7690355329949239,0.6880108991825613,0.7262703739213806,0.6050348613559865,0.7469234715522026
21,0.4720513506285103,0.5772727272727273,0.5013157894736842,0.5366197183098591,0.4638175931604198,0.5934879362237684
22,0.5594449700409966,0.5890909090909091,0.4067796610169492,0.48124767916821387,0.5601705656162059,0.5376434453412791
23,0.5931871574001566,0.7262569832402235,0.5666251556662516,0.6365862189576775,0.6024054048373452,0.6840291801759292
24,0.5731751168644372,0.7717810331534309,0.5290697674418605,0.627783004076513,0.598055693619693,0.7287143612410876
