snapshot_time,accuracy_score,precision_score,recall_score,f1_score,roc_auc_score,average_precision_score
5,0.484381874175099,0.4946787544343713,0.5416486836426413,0.5170992995467656,0.48325143917439384,0.501554062729371
6,0.6680319875170665,0.8175895765472313,0.5243732590529248,0.638947815019092,0.6876855208790121,0.6951547224855134
7,0.651173285198556,0.6337859424920128,0.7161552346570397,0.6724576271186441,0.6511732851985559,0.5958115030391806
8,0.6778968861664114,0.6500215238915196,0.7708014293006636,0.7052779075198505,0.6778968861664114,0.6156368050414469
9,0.7124246079613993,0.7643097643097643,0.7418300653594772,0.7529021558872305,0.7059179790556961,0.7194608212789028
10,0.7698769290877124,0.7845149253731343,0.8387632978723404,0.8107326478149101,0.7552414310299645,0.7527673934320189
11,0.7331575864089045,0.9079611650485437,0.5959724700484323,0.7196060326254232,0.7571944966421164,0.773252254258436
12,0.7408717803566374,0.9289314516129032,0.521652986130767,0.6681167301069422,0.7408717803566375,0.7237533725792755
13,0.6480304955527318,0.9267399267399268,0.32147395171537485,0.47735849056603774,0.6480304955527318,0.6371857706038138
14,0.5247907276239536,0.663661971830986,0.4214669051878354,0.5155361050328228,0.5505939676153769,0.6267817440938129
15,0.5726515502082369,0.6796740994854202,0.590316573556797,0.6318517042057006,0.5669970161614162,0.6557346856360846
16,0.6585002130379207,0.7649402390438247,0.7490996398559424,0.7569370735405611,0.5929786011320828,0.7511161593259585
17,0.5778627575950712,0.6926584587323301,0.5363700564971752,0.6045771144278607,0.5884516949152543,0.6504675069090681
18,0.43680592279217345,0.46311970979443773,0.38147410358565736,0.4183506280720918,0.4404552028638546,0.5050658493354719
19,0.5841041452552244,0.6833438885370487,0.6017847183491355,0.6399762752075919,0.5788674923894879,0.6558302260456336
20,0.5079264426125555,0.733142037302726,0.4641235240690282,0.5684093437152391,0.53668361077401,0.714396557308707
21,0.5017384327360257,0.5872020075282308,0.6157894736842106,0.6011560693641619,0.4696493632985823,0.5958800577403506
22,0.6887417218543046,0.6852078239608802,0.7037037037037037,0.6943326107153918,0.6886706097732713,0.6310322270789571
23,0.6386061080657792,0.7275149900066622,0.6799501867995019,0.702928870292887,0.6242577938216919,0.6959268899245539
24,0.6806903991370011,0.7532795156407669,0.7891120507399577,0.7707795560144554,0.6195279038851644,0.7378955140257243
