snapshot_time,accuracy_score,precision_score,recall_score,f1_score,roc_auc_score,average_precision_score
5,0.5090634441087614,0.8235294117647058,0.02414833980163864,0.0469208211143695,0.5094823772442318,0.5082338685035303
6,0.5487465181058496,0.7732558139534884,0.13883089770354906,0.23539823008849559,0.5490321735904505,0.5382361999198574
7,0.5103790613718412,0.5459882583170255,0.12584573748308525,0.20454545454545456,0.5105526655812718,0.5059846632560583
8,0.5525778458397141,0.6476462196861626,0.2316326530612245,0.3412251033446073,0.5527417606470576,0.5343957977158789
9,0.5688316993464052,0.6597156398104266,0.28431372549019607,0.3973736797031116,0.5688316993464052,0.5454093485735527
10,0.5383976063829787,0.5879245283018868,0.25880398671096344,0.35940023068050747,0.5385836300820286,0.523001626703308
11,0.44302829467244453,0.28882575757575757,0.07772680937818552,0.12248995983935743,0.44312143630561496,0.48370364684068395
12,0.4500424568355505,0.367624810892587,0.13744343891402716,0.20008233841086867,0.4503081217233025,0.482172113002853
13,0.3599110546378653,0.03184713375796178,0.009529860228716646,0.014669926650366748,0.3599110546378653,0.49553856861904033
14,0.5835420393559928,0.6027276726792785,0.49016100178890876,0.5406471981057617,0.5835420393559928,0.5503530989519183
15,0.6206703910614525,0.6451204055766794,0.5605726872246696,0.5998821449616971,0.6215561848821761,0.5845419072705488
16,0.6002400960384153,0.6229335209285966,0.5266131430270592,0.5707379954882372,0.6009315336462167,0.5669405375764098
17,0.7079802259887006,0.7033700367033701,0.7337278106508875,0.7182282793867121,0.707601992032717,0.6511457164298321
18,0.7046812749003984,0.696786213320913,0.7365829640571148,0.7161321206318813,0.7043116331620587,0.6464579857961548
19,0.7066369213608478,0.6916411824668706,0.7522172949002217,0.7206585236325014,0.7063555610303578,0.6449158815142546
20,0.6489554950045413,0.6590697674418604,0.6354260089686099,0.6470319634703197,0.6491297478145718,0.6033949765896038
21,0.5701754385964912,0.5854398382204247,0.5039164490861618,0.5416276894293732,0.5707026984599686,0.5450127644296134
22,0.6804770872567483,0.6723229959040374,0.7149968886123211,0.6930036188178529,0.6801710218869079,0.6244627736288415
23,0.6485056039850561,0.6476652516676774,0.6608910891089109,0.6542113323124042,0.6484280006948062,0.5986464052587503
24,0.686046511627907,0.6801397205588823,0.7136125654450262,0.6964741951967297,0.6857817362977533,0.6299122762190661
