snapshot_time,accuracy_score,precision_score,recall_score,f1_score,roc_auc_score,average_precision_score
2,0.8313124108416547,0.8080238726790451,0.8691155492154066,0.8374570446735395,0.8313124108416546,0.7677083372749047
3,0.827032967032967,0.7649359886201992,0.9446640316205533,0.8453527215562979,0.8269294641164798,0.7502998226339188
4,0.8040569702201122,0.7383367139959433,0.9421915444348576,0.8278999241849886,0.8039973266215737,0.7245713115055102
5,0.7661908077994429,0.7228529839883552,0.8639526791927628,0.7871294975431923,0.7661226810597959,0.6925818028198911
6,0.8032490974729242,0.7196078431372549,0.9936823104693141,0.8347232752084913,0.8032490974729242,0.7182204289658101
7,0.7935171005615109,0.7131208302446257,0.9821337417049515,0.8262830148164054,0.7935171005615109,0.70931315844342
8,0.7297794117647058,0.7231012658227848,0.7458180334557324,0.7342839927696324,0.7297597324742874,0.666548696091444
9,0.7448470744680851,0.6871196754563894,0.9000332115576221,0.7792954708842559,0.7446921465442021,0.6684637729062961
10,0.7037981136885036,0.6551257253384913,0.8622708757637475,0.744559243789844,0.7035958768813633,0.6338481653216557
11,0.7272855929804699,0.6738847986141187,0.880837814888197,0.7635872899030793,0.7272855929804698,0.6531643060535345
12,0.3622935196950445,0.07541625857002938,0.02445997458703939,0.036939313984168866,0.3622935196950444,0.4896146924745528
13,0.3227191413237925,0.31123809523809526,0.2923076923076923,0.3014760147601476,0.32271914132379254,0.4448234432234432
14,0.5728119180633147,0.926530612244898,0.16740412979351033,0.2835727670206121,0.5769300558674098,0.5755892221920657
15,0.8885054021608644,0.925542246681774,0.847864768683274,0.88500232162204,0.8889992130172141,0.8617154552063668
16,0.902542372881356,0.9178726483357453,0.8864430468204053,0.9018841094916459,0.9027147425393961,0.8710217704866774
17,0.8822211155378487,0.9046875,0.8569314257523434,0.8801621484671903,0.8824626962849199,0.8474663046138092
18,0.8837144450641383,0.905977945443993,0.8595814977973568,0.8821701045493077,0.8840280370342716,0.8498717510394882
19,0.8383287920072662,0.9097826086956522,0.754054054054054,0.8246305418719212,0.8390233640233641,0.810003466029707
20,0.8640350877192983,0.9158415841584159,0.8043478260869565,0.8564814814814815,0.8645632935744517,0.8353393977841721
21,0.8725674827369743,0.8924590163934426,0.8490330630068621,0.8702046035805626,0.8727161524762674,0.8336845255420647
22,0.8720423412204235,0.899404367968233,0.8399258343634116,0.8686481303930969,0.8722841216986443,0.8360680825021661
23,0.8575581395348837,0.9094159713945172,0.7976999477260847,0.8499025341130604,0.8582299845525132,0.8277138001154002
24,0.8325,0.8948202959830867,0.7588525324966383,0.8212466650497211,0.8335525917439394,0.8013093750088841
