snapshot_time,accuracy_score,precision_score,recall_score,f1_score,roc_auc_score,average_precision_score
3,0.6157559374396602,0.7369033760186263,0.4514978601997147,0.5599292348518354,0.6305910353630153,0.6296788241889699
4,0.5885714285714285,0.6520754716981132,0.3797802197802198,0.48,0.5885714285714285,0.55775525606469
5,0.5153981522217334,0.5277777777777778,0.46741476046611996,0.49576562142366676,0.5163453344726293,0.5181385498881841
6,0.6637409791300956,0.847457627118644,0.48746518105849584,0.618921308576481,0.6878567590436603,0.7002135558983031
7,0.7393953068592057,0.7630143777887952,0.6944945848375451,0.7271438695960312,0.7393953068592058,0.6826620611087346
8,0.6927003573251659,0.6637744034707158,0.781010719754977,0.7176360225140713,0.692700357325166,0.6279095647321058
9,0.6118214716525935,0.7510472770795931,0.5126633986928104,0.6093712066035446,0.6337624595114022,0.6728510962087281
10,0.7599140457120531,0.781933438985737,0.8201462765957447,0.8005841311049814,0.7471171932481331,0.7469845025736166
11,0.6791154071470415,0.877177700348432,0.513382615345399,0.6476925550731629,0.7081543025091883,0.7299118475397257
12,0.7560147183696575,0.966959215281363,0.5301443532408718,0.6848263254113346,0.7560147183696576,0.7475557911752032
13,0.6993329097839899,0.9913860610806577,0.40216010165184246,0.5722033898305084,0.6993329097839898,0.6976158682744957
14,0.5215711526078558,0.6436548223350254,0.45366726296958854,0.5322140608604408,0.5385289104547514,0.6197578581846714
15,0.6293382693197593,0.6912751677852349,0.7288640595903165,0.7095721537345903,0.597480288805543,0.6722861618744473
16,0.6623348956114188,0.7660676210782821,0.7548019207683073,0.7603930461073318,0.5954626343929642,0.7522812930809581
17,0.5134905459953261,0.6441489361702127,0.4276129943502825,0.5140067911714771,0.5354064971751412,0.6198271649847681
18,0.49418297197250133,0.5218390804597701,0.5652390438247012,0.5426727229261296,0.48949663577931796,0.5257940714151847
19,0.6163069544364509,0.6777601690438457,0.7155605131065254,0.6961475854584915,0.5869099190754651,0.659695783286153
20,0.6128725428027901,0.7286713286713287,0.7098092643051771,0.7191166321601105,0.5492323632450256,0.71981753290139
21,0.4517250601765178,0.5660919540229885,0.43201754385964913,0.4900497512437811,0.4572699096954175,0.590910946830067
22,0.6477451907915484,0.6719653179190751,0.583804143126177,0.6247900571044676,0.6480490931093495,0.6013784450583115
23,0.5689115113547377,0.7357609710550888,0.49066002490660027,0.5887187149794546,0.5960684090777727,0.6812904071114636
24,0.5587918015102481,0.7288368891947694,0.5597251585623678,0.6331838565022422,0.558265278943726,0.7074808856216341
