snapshot_time,accuracy_score,precision_score,recall_score,f1_score,roc_auc_score,average_precision_score
5,0.5943593314763231,0.6517357222844344,0.4052924791086351,0.49978531558608846,0.5943593314763231,0.5614973470539978
6,0.6064981949458483,0.6398104265402843,0.48736462093862815,0.5532786885245902,0.6064981949458483,0.5681386555340735
7,0.5431342521694742,0.5711892797319933,0.3479591836734694,0.4324667089410273,0.5432339330011883,0.5249373855138952
8,0.7381535947712419,0.7609472743521001,0.6951020408163265,0.7265358361774744,0.7381887963689154,0.6815095327675306
9,0.706283244680851,0.7064494680851063,0.7062146892655368,0.7063320591656972,0.7062832674794595,0.6458464809472292
10,0.5833545755799133,0.6253822629969419,0.4168152866242038,0.5002293227335269,0.5834395229346472,0.5524099017304602
11,0.6136427964902349,0.6428065201984409,0.5130090497737556,0.5706196917269581,0.6137283209208722,0.5734677981753823
12,0.3634053367217281,0.09357277882797732,0.03144853875476493,0.047075606276747506,0.3634053367217281,0.4872184577839802
13,0.4252236135957066,0.4028810408921933,0.31019677996422185,0.35051546391752575,0.4252236135957066,0.46987401161128145
14,0.791806331471136,0.9305331179321487,0.6359955833640044,0.7555749890686488,0.7936856921720136,0.7759862753389318
15,0.6881752701080432,0.8969072164948454,0.4366696191319752,0.5873709293089754,0.6923964513114865,0.6779666584338483
16,0.8615819209039548,0.9327242524916943,0.7831241283124128,0.8514025777103866,0.8625921070746614,0.840255251369196
17,0.8169820717131474,0.9105329949238579,0.7072449482503697,0.7961165048543689,0.8181418500688183,0.7918782274090425
18,0.8784160624651423,0.9012202208018594,0.8536048431480462,0.8767665347654042,0.8787526759550294,0.8434633016053641
19,0.8231153496821072,0.8836344314558979,0.7480881691408007,0.810231425091352,0.8238377571976355,0.7881935938995406
20,0.8907894736842106,0.8998670801949491,0.8818931828050369,0.8907894736842106,0.890880131499993,0.8532357662616166
21,0.8810420590081607,0.884978001257071,0.8778054862842892,0.881377151799687,0.8810645636225491,0.8383576910092705
22,0.8813823163138231,0.8960205391527599,0.8643962848297214,0.8799243618027104,0.8814780422270084,0.8426986433565877
23,0.8713002114164905,0.8860553445469344,0.8549738219895288,0.8702371436184386,0.8714570283907088,0.8307570842524081
24,0.8502272727272727,0.8782144590004852,0.8160504959422904,0.8459920542182753,0.8505092076411728,0.8093946175383089
